Delivery_ID,Order_ID,Dispatch_Date,Delivery_Date,Carrier,Delivery_Status
DEL04206,ORD04206,2025-07-12,2025-07-15,Ecom Express,Delivered
DEL04207,ORD04207,2025-10-19,2025-10-23,Blue Dart,Delivered
DEL04208,ORD04208,2025-03-13,2025-03-18,Ecom Express,Delivered
DEL04209,ORD04209,2024-01-12,2024-01-15,Ecom Express,Delivered
DEL04210,ORD04210,2024-11-30,2024-12-02,Ecom Express,Delivered
DEL04211,ORD04211,2025-07-04,2025-07-12,Blue Dart,Delayed
DEL04212,ORD04212,2024-09-06,2024-09-09,DTDC,Delivered
DEL04213,ORD04213,2024-12-16,2024-12-20,DTDC,Delivered
DEL04214,ORD04214,2025-09-09,2025-09-12,Delhivery,Delivered
DEL04215,ORD04215,2024-07-12,2024-07-15,DTDC,Delivered
DEL04216,ORD04216,2024-02-01,2024-02-05,Delhivery,Delivered
DEL04217,ORD04217,2024-04-23,2024-04-28,Blue Dart,Delivered
DEL04218,ORD04218,2025-08-09,2025-08-18,Blue Dart,Delayed
DEL04219,ORD04219,2024-04-05,2024-04-09,Blue Dart,Delivered
DEL04220,ORD04220,2024-11-11,2024-11-14,Blue Dart,Delivered
DEL04221,ORD04221,2024-02-16,2024-02-23,Blue Dart,Delayed
DEL04222,ORD04222,2025-10-15,2025-10-20,Blue Dart,Delivered
DEL04223,ORD04223,2024-12-23,2024-12-25,Ecom Express,Delivered
DEL04224,ORD04224,2024-05-24,2024-05-27,Blue Dart,Delivered
DEL04225,ORD04225,2024-12-14,2024-12-21,Xpressbees,Delayed
DEL04226,ORD04226,2025-10-04,2025-10-07,DTDC,Delivered
DEL04227,ORD04227,2025-02-16,2025-02-21,Blue Dart,Delivered
DEL04228,ORD04228,2024-08-20,2024-08-23,Delhivery,Delivered
DEL04229,ORD04229,2025-10-11,2025-10-14,Delhivery,Delivered
DEL04230,ORD04230,2025-05-25,2025-05-29,Delhivery,Delivered
DEL04231,ORD04231,2024-06-27,2024-07-02,Xpressbees,Delivered
DEL04232,ORD04232,2025-12-19,2025-12-27,DTDC,Delayed
DEL04233,ORD04233,2025-10-13,2025-10-16,Blue Dart,Delivered
DEL04234,ORD04234,2025-12-07,2025-12-11,DTDC,Delivered
DEL04235,ORD04235,2025-01-12,2025-01-16,Xpressbees,Delivered
DEL04236,ORD04236,2024-02-22,2024-02-25,DTDC,Delivered
DEL04237,ORD04237,2025-10-23,2025-10-25,Blue Dart,Delivered
DEL04238,ORD04238,2024-03-09,2024-03-15,DTDC,Delivered
DEL04239,ORD04239,2025-11-09,2025-11-11,Blue Dart,Delivered
DEL04240,ORD04240,2024-10-03,2024-10-05,DTDC,Delivered
DEL04241,ORD04241,2025-11-08,2025-11-11,Ecom Express,Delivered
DEL04242,ORD04242,2024-06-12,2024-06-16,Blue Dart,Delivered
DEL04243,ORD04243,2024-11-03,2024-11-09,Ecom Express,Delivered
DEL04244,ORD04244,2025-04-17,2025-04-22,DTDC,Delivered
DEL04245,ORD04245,2025-09-17,2025-09-23,Delhivery,Delivered
DEL04246,ORD04246,2025-09-18,2025-09-20,Xpressbees,Delivered
DEL04247,ORD04247,2025-03-18,2025-03-21,Xpressbees,Delivered
DEL04248,ORD04248,2024-11-10,2024-11-16,DTDC,Delivered
DEL04249,ORD04249,2025-06-28,2025-06-30,Delhivery,Delivered
DEL04250,ORD04250,2024-02-23,2024-02-25,Ecom Express,Delivered
DEL04251,ORD04251,2025-09-11,2025-09-14,Delhivery,Delivered
DEL04252,ORD04252,2024-08-21,2024-08-27,Ecom Express,Delivered
DEL04253,ORD04253,2024-12-20,2024-12-22,Xpressbees,Delivered
DEL04254,ORD04254,2025-03-07,2025-03-09,Delhivery,Delivered
DEL04255,ORD04255,2025-11-24,2025-11-27,DTDC,Delivered
DEL04256,ORD04256,2025-07-31,2025-08-02,Delhivery,Delivered
DEL04257,ORD04257,2024-05-23,2024-05-27,Blue Dart,Delivered
DEL04258,ORD04258,2025-11-21,2025-11-23,DTDC,Delivered
DEL04259,ORD04259,2024-12-04,2024-12-09,Delhivery,Delivered
DEL04260,ORD04260,2024-05-27,2024-06-01,Delhivery,Delivered
DEL04261,ORD04261,2024-06-21,2024-06-30,Blue Dart,Delayed
DEL04262,ORD04262,2025-07-18,2025-07-23,DTDC,Delivered
DEL04263,ORD04263,2024-02-23,2024-02-27,DTDC,Delivered
DEL04264,ORD04264,2025-11-26,2025-12-01,Ecom Express,Delivered
DEL04265,ORD04265,2025-10-11,2025-10-15,Ecom Express,Delivered
DEL04266,ORD04266,2024-03-23,2024-03-27,Ecom Express,Delivered
DEL04267,ORD04267,2024-11-08,2024-11-14,Blue Dart,Delivered
DEL04268,ORD04268,2025-04-10,2025-04-17,Delhivery,Delayed
DEL04269,ORD04269,2025-07-10,2025-07-15,Xpressbees,Delivered
DEL04270,ORD04270,2024-09-13,2024-09-16,Xpressbees,Delivered
DEL04271,ORD04271,2025-05-04,2025-05-11,Blue Dart,Delayed
DEL04272,ORD04272,2024-06-21,2024-06-28,Xpressbees,Delayed
DEL04273,ORD04273,2024-01-30,2024-02-04,Delhivery,Delivered
DEL04274,ORD04274,2025-11-01,2025-11-03,Blue Dart,Delivered
DEL04275,ORD04275,2025-03-12,2025-03-15,Blue Dart,Delivered
DEL04276,ORD04276,2024-01-21,2024-01-30,DTDC,Delayed
DEL04277,ORD04277,2025-03-23,2025-03-26,Delhivery,Delivered
DEL04278,ORD04278,2024-12-03,2024-12-07,Xpressbees,Delivered
DEL04279,ORD04279,2024-05-08,2024-05-13,Delhivery,Delivered
DEL04280,ORD04280,2024-06-27,2024-07-02,Delhivery,Delivered
DEL04281,ORD04281,2025-07-24,2025-07-28,Blue Dart,Delivered
DEL04282,ORD04282,2025-11-05,2025-11-07,Delhivery,Delivered
DEL04283,ORD04283,2024-09-06,2024-09-10,Delhivery,Delivered
DEL04284,ORD04284,2025-07-20,2025-07-23,DTDC,Delivered
DEL04285,ORD04285,2025-01-07,2025-01-09,Blue Dart,Delivered
DEL04286,ORD04286,2025-09-16,2025-09-19,Ecom Express,Delivered
DEL04287,ORD04287,2024-10-21,2024-10-23,Xpressbees,Delivered
DEL04288,ORD04288,2024-07-26,2024-08-01,Xpressbees,Delivered
DEL04289,ORD04289,2024-08-18,2024-08-24,Xpressbees,Delivered
DEL04290,ORD04290,2025-11-13,2025-11-16,Ecom Express,Delivered
DEL04291,ORD04291,2024-11-25,2024-11-29,Xpressbees,Delivered
DEL04292,ORD04292,2025-04-23,2025-04-25,Ecom Express,Delivered
DEL04293,ORD04293,2024-08-06,2024-08-11,Ecom Express,Delivered
DEL04294,ORD04294,2025-12-02,2025-12-06,DTDC,Delivered
DEL04295,ORD04295,2024-08-22,2024-08-25,Delhivery,Delivered
DEL04296,ORD04296,2024-09-10,2024-09-16,Xpressbees,Delivered
DEL04297,ORD04297,2025-04-18,2025-04-22,Delhivery,Delivered
DEL04298,ORD04298,2025-08-01,2025-08-07,Delhivery,Delivered
DEL04299,ORD04299,2024-12-22,2024-12-27,DTDC,Delivered
DEL04300,ORD04300,2025-01-18,2025-01-22,DTDC,Delivered
DEL04301,ORD04301,2024-01-11,2024-01-17,Ecom Express,Delivered
DEL04302,ORD04302,2025-06-19,2025-06-28,Ecom Express,Delayed
DEL04303,ORD04303,2024-11-13,2024-11-21,DTDC,Delayed
DEL04304,ORD04304,2025-02-13,2025-02-17,Xpressbees,Delivered
DEL04305,ORD04305,2024-10-07,2024-10-14,Ecom Express,Delayed
DEL04306,ORD04306,2025-02-22,2025-02-25,Ecom Express,Delivered
DEL04307,ORD04307,2025-07-05,2025-07-08,DTDC,Delivered
DEL04308,ORD04308,2024-02-15,2024-02-21,Xpressbees,Delivered
DEL04309,ORD04309,2024-03-15,2024-03-18,Delhivery,Delivered
DEL04310,ORD04310,2024-03-02,2024-03-11,Ecom Express,Delayed
DEL04311,ORD04311,2024-08-28,2024-09-05,Ecom Express,Delayed
DEL04312,ORD04312,2024-02-02,2024-02-11,Ecom Express,Delayed
DEL04313,ORD04313,2025-11-21,2025-11-26,Xpressbees,Delivered
DEL04314,ORD04314,2024-08-16,2024-08-22,Ecom Express,Delivered
DEL04315,ORD04315,2025-11-27,2025-12-01,Delhivery,Delivered
DEL04316,ORD04316,2025-04-22,2025-04-24,Xpressbees,Delivered
DEL04317,ORD04317,2025-03-16,2025-03-20,Ecom Express,Delivered
DEL04318,ORD04318,2024-03-25,2024-03-30,Delhivery,Delivered
DEL04319,ORD04319,2025-04-12,2025-04-20,Blue Dart,Delayed
DEL04320,ORD04320,2024-01-29,2024-02-01,Ecom Express,Delivered
DEL04321,ORD04321,2025-04-16,2025-04-18,Blue Dart,Delivered
DEL04322,ORD04322,2025-08-22,2025-08-27,DTDC,Delivered
DEL04323,ORD04323,2025-01-05,2025-01-08,Xpressbees,Delivered
DEL04324,ORD04324,2025-02-08,2025-02-12,Ecom Express,Delivered
DEL04325,ORD04325,2025-03-15,2025-03-23,Ecom Express,Delayed
DEL04326,ORD04326,2024-04-30,2024-05-04,Blue Dart,Delivered
DEL04327,ORD04327,2025-03-11,2025-03-13,Ecom Express,Delivered
DEL04328,ORD04328,2025-02-15,2025-02-17,Xpressbees,Delivered
DEL04329,ORD04329,2025-01-17,2025-01-23,Ecom Express,Delivered
DEL04330,ORD04330,2025-06-23,2025-06-27,DTDC,Delivered
DEL04331,ORD04331,2025-12-04,2025-12-07,DTDC,Delivered
DEL04332,ORD04332,2024-11-01,2024-11-04,Ecom Express,Delivered
DEL04333,ORD04333,2024-08-12,2024-08-14,DTDC,Delivered
DEL04334,ORD04334,2025-03-04,2025-03-08,Ecom Express,Delivered
DEL04335,ORD04335,2024-04-15,2024-04-18,Ecom Express,Delivered
DEL04336,ORD04336,2025-02-11,2025-02-14,Blue Dart,Delivered
DEL04337,ORD04337,2024-09-13,2024-09-17,Xpressbees,Delivered
DEL04338,ORD04338,2025-09-01,2025-09-04,Blue Dart,Delivered
DEL04339,ORD04339,2024-08-24,2024-09-02,Blue Dart,Delayed
DEL04340,ORD04340,2025-09-09,2025-09-14,Blue Dart,Delivered
DEL04341,ORD04341,2024-03-22,2024-03-25,Ecom Express,Delivered
DEL04342,ORD04342,2025-12-24,2025-12-28,Blue Dart,Delivered
DEL04343,ORD04343,2024-03-01,2024-03-05,DTDC,Delivered
DEL04344,ORD04344,2024-09-27,2024-09-30,Blue Dart,Delivered
DEL04345,ORD04345,2024-03-25,2024-04-02,Xpressbees,Delayed
DEL04346,ORD04346,2025-05-06,2025-05-12,Ecom Express,Delivered
DEL04347,ORD04347,2025-04-02,2025-04-06,Ecom Express,Delivered
DEL04348,ORD04348,2025-05-07,2025-05-15,Xpressbees,Delayed
DEL04349,ORD04349,2025-06-19,2025-06-24,Delhivery,Delivered
DEL04350,ORD04350,2025-09-21,2025-09-25,Delhivery,Delivered
DEL04351,ORD04351,2024-05-18,2024-05-23,Blue Dart,Delivered
DEL04352,ORD04352,2025-02-25,2025-03-01,Xpressbees,Delivered
DEL04353,ORD04353,2025-07-20,2025-07-22,Ecom Express,Delivered
DEL04354,ORD04354,2025-03-20,2025-03-22,DTDC,Delivered
DEL04355,ORD04355,2025-12-25,2026-01-02,Ecom Express,Delayed
DEL04356,ORD04356,2024-04-07,2024-04-11,Ecom Express,Delivered
DEL04357,ORD04357,2024-07-02,2024-07-07,DTDC,Delivered
DEL04358,ORD04358,2025-02-26,2025-03-05,Delhivery,Delayed
DEL04359,ORD04359,2024-08-05,2024-08-10,Blue Dart,Delivered
DEL04360,ORD04360,2025-02-07,2025-02-11,Delhivery,Delivered
DEL04361,ORD04361,2025-10-22,2025-10-29,Blue Dart,Delayed
DEL04362,ORD04362,2024-12-22,2024-12-29,Delhivery,Delayed
DEL04363,ORD04363,2024-07-19,2024-07-23,Ecom Express,Delivered
DEL04364,ORD04364,2025-06-25,2025-06-30,Ecom Express,Delivered
DEL04365,ORD04365,2024-11-14,2024-11-22,DTDC,Delayed
DEL04366,ORD04366,2025-09-09,2025-09-11,DTDC,Delivered
DEL04367,ORD04367,2024-08-19,2024-08-24,Ecom Express,Delivered
DEL04368,ORD04368,2025-07-17,2025-07-19,Ecom Express,Delivered
DEL04369,ORD04369,2024-08-12,2024-08-21,DTDC,Delayed
DEL04370,ORD04370,2024-04-19,2024-04-21,Blue Dart,Delivered
DEL04371,ORD04371,2024-11-28,2024-12-03,Xpressbees,Delivered
DEL04372,ORD04372,2024-09-18,2024-09-25,DTDC,Delayed
DEL04373,ORD04373,2025-12-22,2025-12-29,Delhivery,Delayed
DEL04374,ORD04374,2025-02-10,2025-02-12,Ecom Express,Delivered
DEL04375,ORD04375,2024-08-02,2024-08-07,DTDC,Delivered
DEL04376,ORD04376,2025-02-03,2025-02-07,Xpressbees,Delivered
DEL04377,ORD04377,2025-04-26,2025-04-30,Xpressbees,Delivered
DEL04378,ORD04378,2025-09-29,2025-10-05,DTDC,Delivered
DEL04379,ORD04379,2025-08-17,2025-08-25,Xpressbees,Delayed
DEL04380,ORD04380,2024-02-04,2024-02-06,Delhivery,Delivered
DEL04381,ORD04381,2025-05-11,2025-05-18,Ecom Express,Delayed
DEL04382,ORD04382,2025-03-04,2025-03-08,DTDC,Delivered
DEL04383,ORD04383,2025-09-29,2025-10-01,Delhivery,Delivered
DEL04384,ORD04384,2024-05-21,2024-05-25,Ecom Express,Delivered
DEL04385,ORD04385,2025-12-25,2025-12-28,Xpressbees,Delivered
DEL04386,ORD04386,2024-06-24,2024-06-27,Xpressbees,Delivered
DEL04387,ORD04387,2024-08-23,2024-08-28,Blue Dart,Delivered
DEL04388,ORD04388,2024-08-30,2024-09-01,Delhivery,Delivered
DEL04389,ORD04389,2024-04-13,2024-04-15,Ecom Express,Delivered
DEL04390,ORD04390,2025-07-20,2025-07-23,DTDC,Delivered
DEL04391,ORD04391,2024-06-10,2024-06-12,Xpressbees,Delivered
DEL04392,ORD04392,2025-09-09,2025-09-13,Blue Dart,Delivered
DEL04393,ORD04393,2024-05-02,2024-05-08,Xpressbees,Delivered
DEL04394,ORD04394,2025-03-03,2025-03-06,Blue Dart,Delivered
DEL04395,ORD04395,2025-05-21,2025-05-25,Xpressbees,Delivered
DEL04396,ORD04396,2024-07-18,2024-07-24,DTDC,Delivered
DEL04397,ORD04397,2024-11-05,2024-11-10,Xpressbees,Delivered
DEL04398,ORD04398,2025-06-05,2025-06-07,Ecom Express,Delivered
DEL04399,ORD04399,2024-03-14,2024-03-20,Xpressbees,Delivered
DEL04400,ORD04400,2024-07-05,2024-07-13,Blue Dart,Delayed
DEL04401,ORD04401,2024-09-05,2024-09-07,Xpressbees,Delivered
DEL04402,ORD04402,2025-03-10,2025-03-18,Blue Dart,Delayed
DEL04403,ORD04403,2024-08-25,2024-09-03,Blue Dart,Delayed
DEL04404,ORD04404,2024-03-09,2024-03-11,Ecom Express,Delivered
DEL04405,ORD04405,2025-09-29,2025-10-02,Ecom Express,Delivered
DEL04406,ORD04406,2024-06-01,2024-06-05,DTDC,Delivered
DEL04407,ORD04407,2024-07-13,2024-07-17,DTDC,Delivered
DEL04408,ORD04408,2025-06-14,2025-06-18,Ecom Express,Delivered
DEL04409,ORD04409,2025-01-14,2025-01-17,Delhivery,Delivered
DEL04410,ORD04410,2024-02-09,2024-02-12,Ecom Express,Delivered
DEL04411,ORD04411,2024-10-20,2024-10-24,Ecom Express,Delivered
DEL04412,ORD04412,2025-07-22,2025-07-27,Xpressbees,Delivered
DEL04413,ORD04413,2024-01-24,2024-02-01,Xpressbees,Delayed
DEL04414,ORD04414,2025-06-19,2025-06-22,Ecom Express,Delivered
DEL04415,ORD04415,2025-10-10,2025-10-13,Delhivery,Delivered
DEL04416,ORD04416,2025-03-08,2025-03-13,Ecom Express,Delivered
DEL04417,ORD04417,2025-04-26,2025-05-05,Ecom Express,Delayed
DEL04418,ORD04418,2025-07-16,2025-07-22,Xpressbees,Delivered
DEL04419,ORD04419,2025-08-25,2025-08-29,Xpressbees,Delivered
DEL04420,ORD04420,2024-08-05,2024-08-09,Delhivery,Delivered
DEL04421,ORD04421,2025-02-16,2025-02-19,Ecom Express,Delivered
DEL04422,ORD04422,2025-07-07,2025-07-11,DTDC,Delivered
DEL04423,ORD04423,2024-04-20,2024-04-22,DTDC,Delivered
DEL04424,ORD04424,2024-09-26,2024-10-05,Delhivery,Delayed
DEL04425,ORD04425,2024-08-10,2024-08-17,Xpressbees,Delayed
DEL04426,ORD04426,2024-04-16,2024-04-18,Xpressbees,Delivered
DEL04427,ORD04427,2024-11-30,2024-12-06,DTDC,Delivered
DEL04428,ORD04428,2024-01-21,2024-01-27,Delhivery,Delivered
DEL04429,ORD04429,2025-07-31,2025-08-03,Ecom Express,Delivered
DEL04430,ORD04430,2025-09-18,2025-09-22,DTDC,Delivered
DEL04431,ORD04431,2024-11-28,2024-11-30,Ecom Express,Delivered
DEL04432,ORD04432,2025-12-25,2025-12-27,Xpressbees,Delivered
DEL04433,ORD04433,2026-01-01,2026-01-07,Blue Dart,Delivered
DEL04434,ORD04434,2025-12-21,2025-12-24,Xpressbees,Delivered
DEL04435,ORD04435,2024-11-04,2024-11-11,Xpressbees,Delayed
DEL04436,ORD04436,2025-12-01,2025-12-05,Delhivery,Delivered
DEL04437,ORD04437,2025-03-15,2025-03-19,Xpressbees,Delivered
DEL04438,ORD04438,2025-06-11,2025-06-15,Blue Dart,Delivered
DEL04439,ORD04439,2025-06-15,2025-06-17,Delhivery,Delivered
DEL04440,ORD04440,2025-07-28,2025-07-31,Ecom Express,Delivered
DEL04441,ORD04441,2024-12-25,2025-01-01,Xpressbees,Delayed
DEL04442,ORD04442,2024-05-24,2024-05-27,Delhivery,Delivered
DEL04443,ORD04443,2025-09-18,2025-09-20,Xpressbees,Delivered
DEL04444,ORD04444,2025-01-14,2025-01-16,Xpressbees,Delivered
DEL04445,ORD04445,2025-05-03,2025-05-07,Blue Dart,Delivered
DEL04446,ORD04446,2024-07-18,2024-07-22,Delhivery,Delivered
DEL04447,ORD04447,2024-08-04,2024-08-06,Blue Dart,Delivered
DEL04448,ORD04448,2025-01-21,2025-01-25,Delhivery,Delivered
DEL04449,ORD04449,2024-06-03,2024-06-08,Ecom Express,Delivered
DEL04450,ORD04450,2025-05-05,2025-05-09,Delhivery,Delivered
DEL04451,ORD04451,2024-11-04,2024-11-12,Xpressbees,Delayed
DEL04452,ORD04452,2025-11-23,2025-11-26,Xpressbees,Delivered
DEL04453,ORD04453,2025-07-07,2025-07-14,Delhivery,Delayed
DEL04454,ORD04454,2025-09-12,2025-09-16,Blue Dart,Delivered
DEL04455,ORD04455,2025-01-20,2025-01-22,Xpressbees,Delivered
DEL04456,ORD04456,2025-05-31,2025-06-04,Ecom Express,Delivered
DEL04457,ORD04457,2025-04-03,2025-04-07,Blue Dart,Delivered
DEL04458,ORD04458,2024-09-04,2024-09-09,DTDC,Delivered
DEL04459,ORD04459,2024-01-27,2024-01-30,Ecom Express,Delivered
DEL04460,ORD04460,2024-03-23,2024-03-26,Blue Dart,Delivered
DEL04461,ORD04461,2024-03-20,2024-03-22,Xpressbees,Delivered
DEL04462,ORD04462,2024-03-03,2024-03-10,Ecom Express,Delayed
DEL04463,ORD04463,2025-08-08,2025-08-16,DTDC,Delayed
DEL04464,ORD04464,2025-02-12,2025-02-14,Blue Dart,Delivered
DEL04465,ORD04465,2024-09-28,2024-09-30,Delhivery,Delivered
DEL04466,ORD04466,2025-01-09,2025-01-13,Blue Dart,Delivered
DEL04467,ORD04467,2025-02-26,2025-03-02,Xpressbees,Delivered
DEL04468,ORD04468,2024-01-15,2024-01-20,DTDC,Delivered
DEL04469,ORD04469,2024-03-22,2024-03-24,DTDC,Delivered
DEL04470,ORD04470,2025-11-13,2025-11-19,DTDC,Delivered
DEL04471,ORD04471,2025-09-06,2025-09-09,Xpressbees,Delivered
DEL04472,ORD04472,2024-03-24,2024-03-31,Ecom Express,Delayed
DEL04473,ORD04473,2024-08-08,2024-08-12,Ecom Express,Delivered
DEL04474,ORD04474,2024-11-10,2024-11-13,Xpressbees,Delivered
DEL04475,ORD04475,2025-10-25,2025-10-28,DTDC,Delivered
DEL04476,ORD04476,2025-04-19,2025-04-25,Blue Dart,Delivered
DEL04477,ORD04477,2025-01-29,2025-02-01,Delhivery,Delivered
DEL04478,ORD04478,2025-12-31,2026-01-04,Delhivery,Delivered
DEL04479,ORD04479,2025-01-20,2025-01-26,Xpressbees,Delivered
DEL04480,ORD04480,2024-06-19,2024-06-22,Blue Dart,Delivered
DEL04481,ORD04481,2025-08-12,2025-08-14,Blue Dart,Delivered
DEL04482,ORD04482,2024-01-19,2024-01-22,Delhivery,Delivered
DEL04483,ORD04483,2025-03-09,2025-03-12,DTDC,Delivered
DEL04484,ORD04484,2024-08-09,2024-08-12,Ecom Express,Delivered
DEL04485,ORD04485,2025-05-13,2025-05-19,DTDC,Delivered
DEL04486,ORD04486,2024-04-02,2024-04-07,Delhivery,Delivered
DEL04487,ORD04487,2024-09-25,2024-10-03,Xpressbees,Delayed
DEL04488,ORD04488,2025-09-14,2025-09-18,Delhivery,Delivered
DEL04489,ORD04489,2025-11-21,2025-11-25,DTDC,Delivered
DEL04490,ORD04490,2025-01-02,2025-01-08,DTDC,Delivered
DEL04491,ORD04491,2025-02-20,2025-02-26,DTDC,Delivered
DEL04492,ORD04492,2024-04-03,2024-04-06,DTDC,Delivered
DEL04493,ORD04493,2024-01-10,2024-01-14,Xpressbees,Delivered
DEL04494,ORD04494,2024-11-23,2024-11-26,DTDC,Delivered
DEL04495,ORD04495,2025-07-04,2025-07-06,Blue Dart,Delivered
DEL04496,ORD04496,2024-12-02,2024-12-05,Delhivery,Delivered
DEL04497,ORD04497,2024-11-08,2024-11-11,DTDC,Delivered
DEL04498,ORD04498,2025-01-05,2025-01-08,Ecom Express,Delivered
DEL04499,ORD04499,2025-09-27,2025-10-02,Xpressbees,Delivered
DEL04500,ORD04500,2025-08-24,2025-08-26,DTDC,Delivered
DEL04501,ORD04501,2025-07-14,2025-07-16,Ecom Express,Delivered
DEL04502,ORD04502,2024-03-07,2024-03-10,Blue Dart,Delivered
DEL04503,ORD04503,2025-09-14,2025-09-20,DTDC,Delivered
DEL04504,ORD04504,2025-01-13,2025-01-15,Ecom Express,Delivered
DEL04505,ORD04505,2024-02-23,2024-02-29,Delhivery,Delivered
DEL04506,ORD04506,2024-11-18,2024-11-20,Delhivery,Delivered
DEL04507,ORD04507,2024-10-30,2024-11-02,DTDC,Delivered
DEL04508,ORD04508,2025-10-18,2025-10-21,Xpressbees,Delivered
DEL04509,ORD04509,2024-08-16,2024-08-22,Ecom Express,Delivered
DEL04510,ORD04510,2025-03-27,2025-03-29,Delhivery,Delivered
DEL04511,ORD04511,2025-09-24,2025-09-27,Blue Dart,Delivered
DEL04512,ORD04512,2024-11-18,2024-11-20,Blue Dart,Delivered
DEL04513,ORD04513,2024-09-02,2024-09-05,Ecom Express,Delivered
DEL04514,ORD04514,2024-07-08,2024-07-11,Delhivery,Delivered
DEL04515,ORD04515,2025-09-04,2025-09-10,Xpressbees,Delivered
DEL04516,ORD04516,2024-03-25,2024-03-30,Blue Dart,Delivered
DEL04517,ORD04517,2025-12-14,2025-12-19,Ecom Express,Delivered
DEL04518,ORD04518,2024-01-20,2024-01-22,Xpressbees,Delivered
DEL04519,ORD04519,2024-05-18,2024-05-21,Blue Dart,Delivered
DEL04520,ORD04520,2025-05-31,2025-06-09,Blue Dart,Delayed
DEL04521,ORD04521,2025-05-26,2025-06-03,Xpressbees,Delayed
DEL04522,ORD04522,2025-09-25,2025-09-29,Delhivery,Delivered
DEL04523,ORD04523,2024-10-06,2024-10-10,Blue Dart,Delivered
DEL04524,ORD04524,2024-12-19,2024-12-25,Blue Dart,Delivered
DEL04525,ORD04525,2025-10-10,2025-10-15,Ecom Express,Delivered
DEL04526,ORD04526,2025-04-13,2025-04-15,Delhivery,Delivered
DEL04527,ORD04527,2025-11-07,2025-11-13,DTDC,Delivered
DEL04528,ORD04528,2024-05-13,2024-05-20,Delhivery,Delayed
DEL04529,ORD04529,2025-09-18,2025-09-23,Ecom Express,Delivered
DEL04530,ORD04530,2024-02-15,2024-02-24,Xpressbees,Delayed
DEL04531,ORD04531,2025-10-08,2025-10-11,Xpressbees,Delivered
DEL04532,ORD04532,2024-10-22,2024-10-25,DTDC,Delivered
DEL04533,ORD04533,2025-01-03,2025-01-11,Blue Dart,Delayed
DEL04534,ORD04534,2025-02-12,2025-02-20,Ecom Express,Delayed
DEL04535,ORD04535,2024-09-20,2024-09-29,Ecom Express,Delayed
DEL04536,ORD04536,2025-06-01,2025-06-04,Blue Dart,Delivered
DEL04537,ORD04537,2024-04-07,2024-04-13,Blue Dart,Delivered
DEL04538,ORD04538,2024-05-17,2024-05-23,Blue Dart,Delivered
DEL04539,ORD04539,2025-03-29,2025-04-06,Ecom Express,Delayed
DEL04540,ORD04540,2025-09-30,2025-10-02,Ecom Express,Delivered
DEL04541,ORD04541,2025-03-04,2025-03-07,Blue Dart,Delivered
DEL04542,ORD04542,2024-04-12,2024-04-14,Ecom Express,Delivered
DEL04543,ORD04543,2025-05-10,2025-05-19,Xpressbees,Delayed
DEL04544,ORD04544,2025-08-14,2025-08-20,Delhivery,Delivered
DEL04545,ORD04545,2024-05-05,2024-05-08,Delhivery,Delivered
DEL04546,ORD04546,2024-11-28,2024-12-05,Xpressbees,Delayed
DEL04547,ORD04547,2024-10-24,2024-10-28,Xpressbees,Delivered
DEL04548,ORD04548,2025-04-15,2025-04-21,Ecom Express,Delivered
DEL04549,ORD04549,2024-11-13,2024-11-19,Ecom Express,Delivered
DEL04550,ORD04550,2025-02-23,2025-02-25,Xpressbees,Delivered
DEL04551,ORD04551,2024-08-15,2024-08-17,Ecom Express,Delivered
DEL04552,ORD04552,2025-06-06,2025-06-08,Xpressbees,Delivered
DEL04553,ORD04553,2025-02-28,2025-03-05,Xpressbees,Delivered
DEL04554,ORD04554,2024-06-21,2024-06-28,DTDC,Delayed
DEL04555,ORD04555,2025-06-23,2025-06-28,Xpressbees,Delivered
DEL04556,ORD04556,2024-04-24,2024-05-01,Blue Dart,Delayed
DEL04557,ORD04557,2025-03-25,2025-03-29,Xpressbees,Delivered
DEL04558,ORD04558,2024-11-02,2024-11-04,Blue Dart,Delivered
DEL04559,ORD04559,2024-01-20,2024-01-24,Blue Dart,Delivered
DEL04560,ORD04560,2025-05-07,2025-05-09,DTDC,Delivered
DEL04561,ORD04561,2025-08-11,2025-08-19,DTDC,Delayed
DEL04562,ORD04562,2024-07-25,2024-07-30,Ecom Express,Delivered
DEL04563,ORD04563,2024-12-04,2024-12-12,Blue Dart,Delayed
DEL04564,ORD04564,2025-07-06,2025-07-08,Xpressbees,Delivered
DEL04565,ORD04565,2025-12-25,2025-12-29,Ecom Express,Delivered
DEL04566,ORD04566,2025-03-14,2025-03-17,Ecom Express,Delivered
DEL04567,ORD04567,2024-04-30,2024-05-07,Ecom Express,Delayed
DEL04568,ORD04568,2024-08-19,2024-08-21,Ecom Express,Delivered
DEL04569,ORD04569,2025-01-01,2025-01-06,Xpressbees,Delivered
DEL04570,ORD04570,2025-06-28,2025-06-30,DTDC,Delivered
DEL04571,ORD04571,2024-02-21,2024-02-26,Blue Dart,Delivered
DEL04572,ORD04572,2024-03-03,2024-03-06,Blue Dart,Delivered
DEL04573,ORD04573,2024-12-01,2024-12-04,DTDC,Delivered
DEL04574,ORD04574,2024-05-30,2024-06-02,Delhivery,Delivered
DEL04575,ORD04575,2024-08-09,2024-08-13,DTDC,Delivered
DEL04576,ORD04576,2024-02-20,2024-02-22,Delhivery,Delivered
DEL04577,ORD04577,2024-02-21,2024-02-23,DTDC,Delivered
